"Gene","GENENAME","AIS_vs_Normal","MIA_vs_Normal","LUAD_vs_Normal","MIA_vs_AIS","LUAD_vs_AIS","LUAD_vs_MIA","Pattern"
"HTR3C","5-hydroxytryptamine receptor 3C",-2.398454615,-1.928969332,-3.65166996,0.469485283,-1.253215345,-1.722700628,"p8"
"IGSF10","immunoglobulin superfamily member 10",-1.954961054,-1.989178095,-3.289445537,-0.034217041,-1.334484483,-1.300267442,"p8"
"IL33","interleukin 33",-1.203024281,-0.828416396,-1.833747272,0.374607886,-0.63072299,-1.005330876,"p8"
"INMT","indolethylamine N-methyltransferase",-1.645732728,-1.438731416,-2.970128574,0.207001312,-1.324395846,-1.531397158,"p8"
"INSC","INSC spindle orientation adaptor protein",-1.679602043,-1.884231638,-3.22748526,-0.204629595,-1.547883217,-1.343253622,"p8"
"JAM2","junctional adhesion molecule 2",-1.100997782,-0.980307992,-1.985483715,0.12068979,-0.884485933,-1.005175723,"p8"
"KANK3","KN motif and ankyrin repeat domains 3",-1.687171169,-1.778864254,-2.875130806,-0.091693085,-1.187959637,-1.096266552,"p8"
"KANK4","KN motif and ankyrin repeat domains 4",-1.265059169,-0.869371998,-1.906629971,0.395687171,-0.641570801,-1.037257973,"p8"
"KCNK3","potassium two pore domain channel subfamily K member 3",-1.587050154,-1.481891089,-3.107397953,0.105159065,-1.5203478,-1.625506865,"p8"
"KLF17","Kruppel like factor 17",-1.071735754,-0.408427201,-1.560616485,0.663308552,-0.488880731,-1.152189284,"p8"
"KLHL33","kelch like family member 33",-1.671671554,-1.113073757,-2.114420362,0.558597797,-0.442748809,-1.001346605,"p8"
"KRT4","keratin 4",-1.561210303,-1.429500104,-2.559445206,0.131710198,-0.998234903,-1.129945101,"p8"
"LDB2","LIM domain binding 2",-1.420250276,-1.10555556,-2.240996271,0.314694716,-0.820745995,-1.135440711,"p8"
"LIMS2","LIM zinc finger domain containing 2",-1.833501012,-1.443662614,-2.571004407,0.389838398,-0.737503395,-1.127341793,"p8"
"LYVE1","lymphatic vessel endothelial hyaluronan receptor 1",-2.627174034,-2.33362028,-3.597574017,0.293553753,-0.970399983,-1.263953736,"p8"
"MAMDC2","MAM domain containing 2",-1.350018851,-1.04006677,-2.083824293,0.309952081,-0.733805443,-1.043757523,"p8"
"MARCO","macrophage receptor with collagenous structure",-1.983982487,-1.337741448,-2.369217914,0.646241038,-0.385235428,-1.031476466,"p8"
"MASP1","mannan binding lectin serine peptidase 1",-1.276000754,-1.039344216,-2.368968615,0.236656538,-1.092967861,-1.329624399,"p8"
"MGAT3","mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase",-1.458843474,-1.491410002,-2.832235871,-0.032566528,-1.373392397,-1.34082587,"p8"
"MYH1","myosin heavy chain 1",-1.145339363,-1.026129732,-2.214594051,0.119209631,-1.069254688,-1.188464319,"p8"
"MYH2","myosin heavy chain 2",-2.53225378,-2.242827876,-3.665765511,0.289425905,-1.13351173,-1.422937635,"p8"
"MYO7B","myosin VIIB",-1.832219033,-1.655644492,-2.842133694,0.176574542,-1.009914661,-1.186489202,"p8"
"MYOM2","myomesin 2",-1.217810913,-1.192721432,-2.243407069,0.025089481,-1.025596156,-1.050685637,"p8"
"MYZAP","myocardial zonula adherens protein",-2.251916627,-1.876851841,-3.283351682,0.375064786,-1.031435055,-1.406499842,"p8"
"NCKAP5","NCK associated protein 5",-2.170468091,-1.817551402,-2.827642971,0.352916689,-0.65717488,-1.010091569,"p8"
"NMUR1","neuromedin U receptor 1",-1.478127635,-1.229016376,-2.42027036,0.249111259,-0.942142725,-1.191253984,"p8"
"NOVA2","NOVA alternative splicing regulator 2",-1.716509346,-1.323597199,-2.402951577,0.392912147,-0.686442231,-1.079354379,"p8"
"NR5A2","nuclear receptor subfamily 5 group A member 2",-1.078252551,-0.532240587,-1.683836338,0.546011964,-0.605583787,-1.151595751,"p8"
"NXF3","nuclear RNA export factor 3",-1.795613521,-1.571966576,-2.669822359,0.223646946,-0.874208837,-1.097855783,"p8"
"OR5AK2","olfactory receptor family 5 subfamily AK member 2",-2.096398111,-1.544820238,-3.212021343,0.551577872,-1.115623232,-1.667201104,"p8"
"OTC","ornithine carbamoyltransferase",-2.398323626,-1.931358334,-3.324875836,0.466965291,-0.926552211,-1.393517502,"p8"
"PAPPA2","pappalysin 2",-1.65691764,-0.658372214,-1.69254155,0.998545426,-0.03562391,-1.034169336,"p8"
"PDK4","pyruvate dehydrogenase kinase 4",-1.383555714,-1.344489415,-2.648978052,0.0390663,-1.265422338,-1.304488637,"p8"
"PF4","platelet factor 4",-1.044209907,-1.372281368,-3.20079062,-0.328071461,-2.156580713,-1.828509253,"p8"
"PKNOX2","PBX/knotted 1 homeobox 2",-1.131242495,-0.953549637,-2.076501181,0.177692858,-0.945258686,-1.122951545,"p8"
"PPBP","pro-platelet basic protein",-1.556503197,-1.665145397,-2.897100025,-0.1086422,-1.340596828,-1.231954628,"p8"
"PRG4","proteoglycan 4",-1.021288045,-0.777717057,-2.352128333,0.243570988,-1.330840288,-1.574411276,"p8"
"PRPH","peripherin",-2.045938459,-1.493337385,-2.605983327,0.552601074,-0.560044869,-1.112645943,"p8"
"PRX","periaxin",-1.838644629,-1.64942361,-2.962473727,0.18922102,-1.123829098,-1.313050117,"p8"
"PTPRB","protein tyrosine phosphatase receptor type B",-1.706696123,-1.383201472,-2.564870536,0.323494651,-0.858174413,-1.181669064,"p8"
"PTPRQ","protein tyrosine phosphatase receptor type Q",-1.778672733,-1.174472483,-3.560303597,0.60420025,-1.781630864,-2.385831115,"p8"
"RAMP2","receptor activity modifying protein 2",-1.528645488,-1.347330048,-2.48217272,0.18131544,-0.953527233,-1.134842672,"p8"
"RAMP3","receptor activity modifying protein 3",-1.686063189,-1.392436534,-2.920583102,0.293626655,-1.234519914,-1.528146568,"p8"
"RASIP1","Ras interacting protein 1",-1.531099424,-1.407033146,-2.442067077,0.124066277,-0.910967653,-1.035033931,"p8"
"RBP4","retinol binding protein 4",-1.256378906,-0.649411206,-1.660688219,0.6069677,-0.404309313,-1.011277013,"p8"
"ROBO4","roundabout guidance receptor 4",-1.853444947,-1.55404587,-2.683529557,0.299399078,-0.830084609,-1.129483687,"p8"
"RSPO1","R-spondin 1",-2.582934731,-2.000458178,-3.187082921,0.582476552,-0.60414819,-1.186624743,"p8"
"RTKN2","rhotekin 2",-2.00310385,-2.059554365,-3.637890645,-0.056450515,-1.634786796,-1.57833628,"p8"
"RXFP1","relaxin family peptide receptor 1",-1.773322003,-1.890083557,-3.036946435,-0.116761554,-1.263624432,-1.146862878,"p8"
"S1PR1","sphingosine-1-phosphate receptor 1",-1.22939012,-1.140049044,-2.237420129,0.089341077,-1.008030009,-1.097371085,"p8"
"SCN4B","sodium voltage-gated channel beta subunit 4",-1.557099194,-1.294476107,-2.500287916,0.262623087,-0.943188723,-1.205811809,"p8"
"SCUBE1","signal peptide, CUB domain and EGF like domain containing 1",-2.052078216,-1.890605618,-3.191210344,0.161472597,-1.139132128,-1.300604726,"p8"
"SELP","selectin P",-1.011548832,-0.712838923,-1.759947465,0.298709909,-0.748398634,-1.047108542,"p8"
"SEMA3G","semaphorin 3G",-1.986714965,-1.505757411,-2.644786849,0.480957553,-0.658071884,-1.139029437,"p8"
"SERTM1","serine rich and transmembrane domain containing 1",-3.527681093,-3.252005761,-5.158697409,0.275675332,-1.631016316,-1.906691648,"p8"
"SH3GL3","SH3 domain containing GRB2 like 3, endophilin A3",-2.474058013,-1.948260232,-3.815842702,0.525797781,-1.341784689,-1.86758247,"p8"
"SIRPB1","signal regulatory protein beta 1",-1.023681835,-0.695585642,-1.701194264,0.328096193,-0.677512429,-1.005608621,"p8"
"SLC22A10","solute carrier family 22 member 10",-1.390942773,-1.305112863,-2.388745217,0.08582991,-0.997802444,-1.083632354,"p8"
"SLC22A24","solute carrier family 22 member 24",-2.03677142,-1.144595065,-2.167552563,0.892176355,-0.130781143,-1.022957498,"p8"
"SLC22A25","solute carrier family 22 member 25",-1.525246529,-1.228463332,-2.578736859,0.296783197,-1.053490331,-1.350273528,"p8"
"SLC5A4","solute carrier family 5 member 4",-1.146089941,-1.035343525,-2.249682625,0.110746416,-1.103592684,-1.2143391,"p8"
"SLC6A4","solute carrier family 6 member 4",-2.465383554,-2.076664646,-4.522084275,0.388718908,-2.05670072,-2.445419628,"p8"
"SLITRK2","SLIT and NTRK like family member 2",-1.619311128,-1.616920581,-3.342512605,0.002390547,-1.723201477,-1.725592024,"p8"
"SOSTDC1","sclerostin domain containing 1",-2.224775725,-2.503193901,-4.200955198,-0.278418176,-1.976179473,-1.697761297,"p8"
"SOX17","SRY-box 17",-1.113527576,-1.215280633,-2.309752087,-0.101753058,-1.196224512,-1.094471454,"p8"
"SOX7","SRY-box 7",-1.081599829,-1.267738606,-2.510249072,-0.186138778,-1.428649243,-1.242510466,"p8"
"SSTR4","somatostatin receptor 4",-2.468353314,-1.508063024,-2.836552563,0.96029029,-0.368199249,-1.328489539,"p8"
"ST8SIA6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6",-1.708492503,-1.518091602,-2.70085798,0.190400901,-0.992365478,-1.182766379,"p8"
"STXBP6","syntaxin binding protein 6",-1.867943681,-1.823117336,-3.003274382,0.044826344,-1.135330701,-1.180157046,"p8"
"TAL1","TAL bHLH transcription factor 1, erythroid differentiation factor",-1.493358007,-1.138164873,-2.221162041,0.355193134,-0.727804034,-1.082997168,"p8"
"TBX4","T-box 4",-1.149238161,-0.802415928,-1.847199288,0.346822233,-0.697961126,-1.044783359,"p8"
"TCF21","transcription factor 21",-1.443258762,-1.537550649,-2.831786194,-0.094291888,-1.388527432,-1.294235544,"p8"
"TEK","TEK receptor tyrosine kinase",-1.616621581,-1.427901806,-2.808557768,0.188719775,-1.191936187,-1.380655962,"p8"
"TENM2","teneurin transmembrane protein 2",-1.717556702,-1.146090044,-2.191509733,0.571466658,-0.473953031,-1.045419689,"p8"
"TGFBR3","transforming growth factor beta receptor 3",-1.430734755,-1.083809929,-2.249715606,0.346924826,-0.818980851,-1.165905677,"p8"
"TMEM100","transmembrane protein 100",-2.036554608,-1.901403517,-3.942655333,0.135151091,-1.906100725,-2.041251817,"p8"
"TNR","tenascin R",-1.107594744,-0.664374477,-2.60166546,0.443220267,-1.494070716,-1.937290983,"p8"
"TNXB","tenascin XB",-1.851915818,-1.567072267,-2.671033989,0.284843551,-0.81911817,-1.103961721,"p8"
"TRHDE","thyrotropin releasing hormone degrading enzyme",-1.297182718,-0.960156619,-2.358123852,0.337026099,-1.060941133,-1.397967233,"p8"
"UPK3B","uroplakin 3B",-2.825162344,-2.538674403,-4.454721528,0.28648794,-1.629559184,-1.916047124,"p8"
"USHBP1","USH1 protein network component harmonin binding protein 1",-1.867532332,-1.376970048,-2.435017871,0.490562284,-0.567485539,-1.058047823,"p8"
"VIP","vasoactive intestinal peptide",-1.341396475,-0.782748972,-1.90252169,0.558647503,-0.561125215,-1.119772718,"p8"
"VIPR1","vasoactive intestinal peptide receptor 1",-1.884285695,-1.572173705,-2.958024764,0.31211199,-1.073739069,-1.385851059,"p8"
"VWF","von Willebrand factor",-1.467768259,-1.214185764,-2.33794536,0.253582495,-0.870177101,-1.123759597,"p8"
"WFIKKN2","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2",-1.377760862,-0.601762536,-1.689019214,0.775998326,-0.311258352,-1.087256678,"p8"
"WNT7A","Wnt family member 7A",-2.416263961,-2.01591518,-3.182271816,0.400348781,-0.766007855,-1.166356636,"p8"
"ZDHHC19","zinc finger DHHC-type containing 19",-1.315292573,-0.815213279,-1.82525458,0.500079293,-0.509962007,-1.0100413,"p8"
"A4GALT","alpha 1,4-galactosyltransferase (P blood group)",-1.039052772,-0.678683391,-0.738452128,0.360369381,0.300600643,-0.059768738,"p9"
"ABCA10","ATP binding cassette subfamily A member 10",-1.638594188,-1.344681194,-1.998781928,0.293912994,-0.36018774,-0.654100734,"p9"
"ABCA6","ATP binding cassette subfamily A member 6",-1.267221948,-0.901367499,-1.613478877,0.365854448,-0.34625693,-0.712111378,"p9"
"ABCA9","ATP binding cassette subfamily A member 9",-1.763885352,-1.426170395,-1.869988508,0.337714957,-0.106103156,-0.443818113,"p9"
"ABCB1","ATP binding cassette subfamily B member 1",-1.209580578,-1.000475928,-1.787846543,0.20910465,-0.578265965,-0.787370614,"p9"
"ABCB5","ATP binding cassette subfamily B member 5",-1.988859442,-2.135497591,-1.681257769,-0.146638149,0.307601674,0.454239822,"p9"
"ABHD6","abhydrolase domain containing 6",-1.095530503,-1.055972245,-1.622857735,0.039558258,-0.527327232,-0.56688549,"p9"
"ABI3BP","ABI family member 3 binding protein",-1.344632016,-1.15991593,-2.11291673,0.184716087,-0.768284713,-0.9530008,"p9"
"ABLIM3","actin binding LIM protein family member 3",-1.172685873,-1.120485833,-1.71636147,0.052200039,-0.543675597,-0.595875637,"p9"
"ACE","angiotensin I converting enzyme",-1.366898117,-1.330647389,-1.726257683,0.036250728,-0.359359566,-0.395610295,"p9"
"ACKR3","atypical chemokine receptor 3",-1.408302622,-1.022461939,-0.849830484,0.385840683,0.558472138,0.172631455,"p9"
"ACKR4","atypical chemokine receptor 4",-1.037115299,-0.931405245,-1.28433208,0.105710054,-0.247216781,-0.352926835,"p9"
"ACR","acrosin",-2.495276253,-1.758894864,-2.367175462,0.736381389,0.128100791,-0.608280598,"p9"
"ACTG2","actin gamma 2, smooth muscle",-1.062012815,-0.729320328,-0.831059691,0.332692487,0.230953124,-0.101739363,"p9"
"ACVRL1","activin A receptor like type 1",-1.674207957,-1.642986545,-2.443316231,0.031221411,-0.769108275,-0.800329686,"p9"
"ADAM11","ADAM metallopeptidase domain 11",-1.048484377,-0.539365634,-0.863160951,0.509118743,0.185323426,-0.323795316,"p9"
"ADAM29","ADAM metallopeptidase domain 29",-1.662772769,-1.532566915,-1.208801715,0.130205854,0.453971053,0.323765199,"p9"
"ADAM33","ADAM metallopeptidase domain 33",-2.112329651,-1.598472324,-2.358252076,0.513857327,-0.245922425,-0.759779753,"p9"
"ADAMTS2","ADAM metallopeptidase with thrombospondin type 1 motif 2",-1.084922794,-0.843967677,-0.307303841,0.240955117,0.777618953,0.536663836,"p9"
"ADAMTS7","ADAM metallopeptidase with thrombospondin type 1 motif 7",-1.40474477,-1.224893775,-0.94114435,0.179850994,0.46360042,0.283749425,"p9"
"ADARB1","adenosine deaminase RNA specific B1",-1.16384842,-0.878190171,-1.559553102,0.285658249,-0.395704682,-0.681362931,"p9"
"ADCY4","adenylate cyclase 4",-1.226809272,-0.935398468,-1.894414883,0.291410805,-0.667605611,-0.959016415,"p9"
"ADM","adrenomedullin",-1.133830675,-1.348036838,-1.196042534,-0.214206163,-0.062211859,0.151994304,"p9"
"ADRA1B","adrenoceptor alpha 1B",-1.484718783,-0.839040035,-1.314819605,0.645678748,0.169899177,-0.47577957,"p9"
"ADRA2C","adrenoceptor alpha 2C",-1.320614013,-1.110088545,-1.268329397,0.210525468,0.052284615,-0.158240853,"p9"
"ADTRP","androgen dependent TFPI regulating protein",-1.407349301,-0.73755715,-1.200637076,0.669792151,0.206712225,-0.463079926,"p9"
"AFAP1L1","actin filament associated protein 1 like 1",-1.724874169,-1.351647948,-1.851018404,0.373226221,-0.126144234,-0.499370456,"p9"
"AGRP","agouti related neuropeptide",-1.823569765,-1.547266758,-1.977082525,0.276303007,-0.15351276,-0.429815767,"p9"
"AHNAK","AHNAK nucleoprotein",-1.358561993,-1.158474342,-1.686102662,0.200087652,-0.327540669,-0.527628321,"p9"
"AIF1L","allograft inflammatory factor 1 like",-1.141911054,-0.783441933,-0.675324292,0.358469121,0.466586762,0.108117641,"p9"
"AKAP12","A-kinase anchoring protein 12",-1.509480992,-1.377228844,-1.782851626,0.132252148,-0.273370634,-0.405622782,"p9"
"AKAP2","A-kinase anchoring protein 2",-1.551817738,-1.407219655,-2.122247927,0.144598083,-0.570430189,-0.715028272,"p9"
"AKNAD1","AKNA domain containing 1",-1.908939974,-1.442576733,-1.611229258,0.466363241,0.297710716,-0.168652525,"p9"
"ALDH1A2","aldehyde dehydrogenase 1 family member A2",-1.147149569,-1.081508725,-1.978749388,0.065640844,-0.831599819,-0.897240663,"p9"
"ALOX15","arachidonate 15-lipoxygenase",-2.765562782,-1.983617258,-2.491261742,0.781945524,0.27430104,-0.507644483,"p9"
"ANGPT4","angiopoietin 4",-2.196053537,-2.171547553,-3.08560852,0.024505984,-0.889554984,-0.914060967,"p9"
"ANGPTL1","angiopoietin like 1",-1.498707208,-1.369183942,-1.971885785,0.129523266,-0.473178577,-0.602701843,"p9"
"ANKRD2","ankyrin repeat domain 2",-1.029642986,-0.836646759,-1.076265894,0.192996227,-0.046622909,-0.239619135,"p9"
"ANKRD35","ankyrin repeat domain 35",-1.336013018,-0.698895431,-0.67034874,0.637117587,0.665664279,0.028546691,"p9"
"ANKRD53","ankyrin repeat domain 53",-1.055388061,-0.573126555,-0.687621682,0.482261506,0.367766379,-0.114495127,"p9"
"ANO1","anoctamin 1",-1.948878035,-1.222998692,-0.865974214,0.725879343,1.082903821,0.357024479,"p9"
"ANXA3","annexin A3",-1.160847322,-1.014866691,-1.770347776,0.145980632,-0.609500454,-0.755481086,"p9"
"AOC3","amine oxidase copper containing 3",-1.535206753,-1.23940176,-2.124325334,0.295804992,-0.589118581,-0.884923574,"p9"
"AOX1","aldehyde oxidase 1",-1.181120145,-1.135854643,-2.084012307,0.045265502,-0.902892162,-0.948157664,"p9"
"APCDD1","APC down-regulated 1",-1.254342053,-0.85042449,-1.193126073,0.403917563,0.06121598,-0.342701583,"p9"
"APLN","apelin",-2.911737648,-2.101633862,-1.701262016,0.810103786,1.210475632,0.400371846,"p9"
"APOBEC3A","apolipoprotein B mRNA editing enzyme catalytic subunit 3A",-2.162606933,-1.728800625,-2.054533341,0.433806308,0.108073592,-0.325732716,"p9"
"AQP9","aquaporin 9",-1.003553364,-1.191385733,-1.278772766,-0.187832369,-0.275219403,-0.087387034,"p9"
"ARAP3","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3",-1.317554369,-1.044902161,-1.645469972,0.272652208,-0.327915603,-0.600567811,"p9"
"ARC","activity regulated cytoskeleton associated protein",-1.691259043,-2.007172412,-2.446718015,-0.315913369,-0.755458972,-0.439545603,"p9"
"ARHGAP28","Rho GTPase activating protein 28",-1.241419053,-0.947282929,-1.25603575,0.294136124,-0.014616697,-0.308752821,"p9"
"ARHGEF4","Rho guanine nucleotide exchange factor 4",-2.364957744,-1.776342504,-1.454811104,0.58861524,0.91014664,0.3215314,"p9"
"ARSI","arylsulfatase family member I",-1.081265299,-0.744864437,-0.980871213,0.336400862,0.100394086,-0.236006776,"p9"
"ASPA","aspartoacylase",-1.296302591,-1.473144895,-2.352460509,-0.176842304,-1.056157918,-0.879315614,"p9"
"ASPG","asparaginase",-1.669049726,-1.070847318,-1.300579893,0.598202408,0.368469833,-0.229732575,"p9"
"ASPRV1","aspartic peptidase retroviral like 1",-1.02291852,-0.723645885,-1.187969263,0.299272635,-0.165050743,-0.464323378,"p9"
"ASTN1","astrotactin 1",-1.558847897,-1.944329075,-1.63144344,-0.385481178,-0.072595544,0.312885635,"p9"
"ATOH8","atonal bHLH transcription factor 8",-1.091302243,-0.966143241,-1.851143059,0.125159002,-0.759840816,-0.884999818,"p9"
"ATP1A2","ATPase Na+/K+ transporting subunit alpha 2",-1.004339541,-0.605639391,-1.525231986,0.398700149,-0.520892445,-0.919592594,"p9"
"AVPR2","arginine vasopressin receptor 2",-1.299004329,-1.013660385,-1.537309072,0.285343944,-0.238304743,-0.523648687,"p9"
"B3GALNT1","beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group)",-1.268653433,-1.351282105,-1.479318571,-0.082628672,-0.210665138,-0.128036466,"p9"
"BAALC","BAALC binder of MAP3K1 and KLF4",-1.731263388,-1.388109047,-1.801153486,0.34315434,-0.069890098,-0.413044438,"p9"
"BCHE","butyrylcholinesterase",-1.484878374,-1.479733556,-2.384918638,0.005144818,-0.900040264,-0.905185082,"p9"
"BCL6B","BCL6B transcription repressor",-1.415070023,-1.294666547,-1.698887419,0.120403476,-0.283817396,-0.404220872,"p9"
"BDNF","brain derived neurotrophic factor",-1.41147306,-1.197642652,-1.649665094,0.213830408,-0.238192034,-0.452022442,"p9"
"BMP6","bone morphogenetic protein 6",-1.164384433,-0.960364643,-1.524781735,0.20401979,-0.360397303,-0.564417093,"p9"
